,ev_id,ntsb_no,ev_date,ev_type,Aircraft_Key,aircraft category,flight purpose,acft_make,acft_model,homebuilt,num_eng,eng_no,eng_type,damage,far_part,regis_no,ev_city,ev_state,ev_country,latitude,longitude,ev_nr_apt_id,apt_name,ev_highest_injury,inj_tot_f,inj_tot_s,inj_tot_m,inj_tot_n,wx_cond_basic,Occurrence_No,broad phase of flight,specific phase of flight,Occurrence
37099,20190418X14517,WPR19FA115,2019-04-19,ACC,1.0,Airplane,Personal,Beech,60,N,2.0,1.0,REC,DEST,091,N65MY,Fullerton,CA,USA,335217N,1175853W,FUL,Fullerton,FATL,1.0,0.0,0.0,0.0,VMC,3.0,Unknown broad phase,Takeoff,Miscellaneous/other
37100,20190516X24200,GAA19CA268,2019-04-19,ACC,1.0,Airplane,,Piper,PA32,N,1.0,1.0,REC,SUBS,135,N4599X,Saipan,,USA,001575N,1454327E,GSN,SAIPAN INTERNATIONAL AIRPORT,NONE,0.0,0.0,0.0,4.0,VMC,1.0,Initial Climb,Initial Climb,Birdstrike
37101,20190421X71224,CEN19LA126,2019-04-19,ACC,1.0,Airplane,Personal,PIPER,PA28,N,,1.0,REC,SUBS,091,N838JH,Dwight,IL,USA,041758N,0882618W,DTG,Dwight Airport,NONE,0.0,0.0,0.0,3.0,VMC,3.0,Landing,Landing-Landing Roll,Runway excursion
37102,20190420X95256,WPR19LA117,2019-04-19,ACC,1.0,Airplane,Personal,Nanchang,CJ 6,N,,1.0,REC,SUBS,091,N621JM,Grass Valley,CA,USA,391326N,0121048W,GOO,Nevada County,MINR,0.0,0.0,0.0,0.0,VMC,4.0,Landing,Landing-Landing Roll,Nose over/nose down
37103,20190424X81234,GAA19CA225,2019-04-20,ACC,1.0,Airplane,Personal,Cessna,172,N,1.0,1.0,REC,SUBS,091,N6023V,Scottsdale,AZ,USA,333713N,1115455W,SDL,SCOTTSDALE,NONE,0.0,0.0,0.0,1.0,VMC,4.0,Landing,Landing,Collision with terr/obj (non-CFIT)
37104,20190420X85338,GAA19CA224,2019-04-20,ACC,1.0,Airplane,Personal,Luscombe,8,N,1.0,1.0,REC,SUBS,091,N1866B,Bremen,AL,USA,033591N,0087334W,PVT,Private Airport,NONE,0.0,0.0,0.0,2.0,VMC,3.0,Unknown broad phase,Takeoff-Rejected Takeoff,Nose over/nose down
37105,20190421X72042,CEN19LA125,2019-04-20,ACC,1.0,Airplane,Personal,Piper,PA-28R-200,N,1.0,1.0,REC,SUBS,091,N40956,St. Cloud,MN,USA,453253N,0094411W,STC,St. Cloud Regional Airport,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing-Landing Roll,Other weather encounter
37106,20190422X35835,GAA19CA218,2019-04-20,ACC,1.0,Airplane,Aerial Observation,Cessna,180,N,1.0,1.0,REC,SUBS,091,N59DW,Reedsburg,WI,USA,433133N,0089590W,C35,Reedsburg Muni,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Landing,Landing-Landing Roll,Loss of control on ground
37107,20190421X72644,CEN19LA123,2019-04-21,ACC,1.0,Helicopter,Aerial Application,Robinson,R66,N,1.0,1.0,TS,SUBS,137,N766WC,St Jacob,IL,USA,384159N,0894630W,,,SERS,0.0,1.0,1.0,0.0,VMC,3.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
37108,20190421X80542,CEN19FA122,2019-04-21,ACC,1.0,Airplane,Personal,Rans,S7,Y,1.0,1.0,REC,DEST,091,N25TX,Kingsland,TX,USA,304042N,0098253W,44TE,Shirley Williams,FATL,2.0,0.0,0.0,0.0,VMC,2.0,Initial Climb,Initial Climb,Loss of control in flight
37109,20190422X20140,CEN19FA124,2019-04-22,ACC,1.0,Airplane,,Beech,58,N,2.0,1.0,REC,SUBS,091,N501CE,Kerrville,TX,USA,030215N,0099119W,ERV,Kerrville Muni/Louis Schreiner,FATL,6.0,0.0,0.0,0.0,IMC,3.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
37110,20190422X91331,ERA19LA157,2019-04-22,ACC,1.0,Airplane,Personal,BARROWS,Bearhawk LSA,Y,1.0,1.0,REC,SUBS,091,N289EH,Holly Springs,NC,USA,342928N,0773152W,N21,Holly Ridge/Topsail Island,SERS,0.0,1.0,1.0,0.0,VMC,3.0,Approach,Approach-VFR Pattern Final,Collision during takeoff/land
37111,20190422X61451,WPR19FA118,2019-04-22,ACC,1.0,Airplane,Personal,NORTHROP,N9M,N,,1.0,REC,DEST,091,N9MB,Norco,CA,USA,335546N,1173431W,,,FATL,1.0,0.0,0.0,0.0,VMC,1.0,Maneuvering,Maneuvering,Loss of control in flight
37112,20190503X25208,WPR19LA130,2019-04-22,ACC,1.0,Airplane,Personal,Cessna,170,N,1.0,1.0,REC,SUBS,091,N4567C,Prineville,OR,USA,441125N,1204914W,OG21,Dry Creek Airpark,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Unknown broad phase,Takeoff,Loss of control on ground
37113,20190422X00632,ERA19FA154,2019-04-22,ACC,1.0,Airplane,Personal,Wheeler,EXPRESS SERIES 2000,Y,1.0,1.0,REC,DEST,091,N625J,Cleveland,NC,USA,354518N,0080386W,,,FATL,1.0,0.0,0.0,0.0,VMC,2.0,Maneuvering,Maneuvering,Loss of control in flight
37114,20190424X95940,ERA19FA155,2019-04-23,ACC,1.0,Airplane,Personal,Bellanca,1730,N,1.0,1.0,REC,SUBS,091,N9693E,Henderson,KY,USA,374826N,0087414W,EHR,HENDERSON CITY-COUNTY,FATL,2.0,0.0,0.0,0.0,VMC,1.0,Approach,Approach,Fuel exhaustion
37115,20190423X32138,GAA19CA220,2019-04-23,ACC,1.0,Airplane,Instructional,Cessna,172,N,1.0,1.0,REC,SUBS,091,N1897V,Prescott,AZ,USA,343917N,0112259W,PRC,Ernest A Love Field,NONE,0.0,0.0,0.0,1.0,VMC,2.0,Taxi,Taxi-from Runway,Collision with terr/obj (non-CFIT)
37116,20190423X73423,WPR19LA120,2019-04-23,ACC,1.0,Airplane,Personal,Piper,PA 18 225 DD,Y,1.0,1.0,REC,SUBS,091,N727WW,McCall,ID,USA,445252N,0116013W,MYL,McCall Muni,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Enroute,Enroute-Cruise,Loss of engine power (total)
37117,20190423X41929,ERA19LA156,2019-04-23,ACC,1.0,Airplane,Personal,Cessna,208,N,1.0,1.0,TP,SUBS,091,N366TA,Key West,FL,USA,243955N,0825149W,,,NONE,0.0,0.0,0.0,5.0,VMC,1.0,Unknown broad phase,Takeoff,Abnormal runway contact
37118,20190423X32656,GAA19CA219,2019-04-24,ACC,1.0,Airplane,Personal,Cessna,180,N,1.0,1.0,REC,SUBS,091,N1628C,Morgan,UT,USA,041855N,0111462W,42U,Morgan County,NONE,0.0,0.0,0.0,1.0,VMC,4.0,Landing,Landing-Landing Roll,Collision with terr/obj (non-CFIT)
37119,20190425X83902,WPR19FA121,2019-04-25,ACC,1.0,Airplane,Instructional,TL Ultralight SRO,STINGSPORT,N,,,,DEST,091,N797N,Madera,CA,USA,365953N,0120735W,MAE,Madera Municipal Airport,FATL,2.0,0.0,0.0,0.0,VMC,1.0,Initial Climb,Initial Climb,Loss of control in flight
37120,20190425X55803,ERA19LA158,2019-04-25,ACC,1.0,Airplane,Personal,ACRO,SUPER ACRO SPORT I,Y,,1.0,REC,SUBS,091,N20FB,Elberton,GA,USA,003487N,0825223W,,,SERS,0.0,1.0,1.0,0.0,VMC,2.0,Enroute,Enroute,Fuel exhaustion
37121,20190428X25200,CEN19LA127,2019-04-26,ACC,1.0,Airplane,Personal,Beech,50,N,2.0,2.0,REC,SUBS,091,N29Y,Sheldon,MO,USA,373958N,0094188W,,,NONE,0.0,0.0,0.0,1.0,VMC,5.0,Landing,Landing,Collision during takeoff/land
37122,20190426X01007,GAA19CA226,2019-04-26,ACC,1.0,Helicopter,Instructional,Guimbal,CABRI,N,1.0,1.0,REC,SUBS,091,N367PA,McMinnville,OR,USA,451140N,0123810W,MMV,Mc Minnville Muni,NONE,0.0,0.0,0.0,2.0,VMC,6.0,Landing,Landing-Flare/Touchdown,Roll over
37123,20190426X63916,WPR19LA122,2019-04-26,ACC,1.0,Helicopter,Aerial Application,Bell,206,N,1.0,1.0,TS,SUBS,137,N206JH,Oakridge,OR,USA,433314N,1222833W,,,NONE,0.0,0.0,0.0,1.0,VMC,2.0,Emergency Descent,Emergency Descent,Collision with terr/obj (non-CFIT)
37124,20190426X54304,GAA19CA253,2019-04-26,ACC,1.0,Airplane,Personal,Stearman,A75N1(PT17),N,1.0,1.0,REC,SUBS,091,N67823,Gila Bend,AZ,USA,325737N,1124025W,E63,Gila Bend Muni,NONE,0.0,0.0,0.0,2.0,VMC,3.0,Landing,Landing,Collision with terr/obj (non-CFIT)
37125,20190430X15852,GAA19CA231,2019-04-26,ACC,1.0,Airplane,Instructional,Beech,76,N,2.0,1.0,REC,SUBS,091,N3733D,St Charles,MO,USA,385547N,0902548W,SET,St Charles County Smartt,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing,Landing gear not configured
37126,20190427X50317,GAA19CA227,2019-04-27,ACC,1.0,Airplane,Personal,Maule,M7,N,1.0,1.0,REC,SUBS,091,N4257A,Roosevelt,UT,USA,401642N,0011035W,74V,Roosevelt Muni,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Landing,Landing-Landing Roll,Other weather encounter
37127,20190428X90347,ERA19LA159,2019-04-27,ACC,1.0,Airplane,Personal,Zenair,Zodiac CH601,Y,1.0,1.0,REC,SUBS,091,N61PG,Angier,NC,USA,352333N,0784224W,NC78,Fuquay/Angier Field,MINR,0.0,0.0,0.0,0.0,VMC,1.0,Enroute,Enroute-Cruise,Loss of engine power (partial)
37128,20190428X45827,CEN19LA129,2019-04-27,ACC,1.0,Airplane,Personal,Piper,PA 23,N,2.0,1.0,REC,SUBS,091,N233P,Sulphur Spring,TX,USA,331135N,0953641W,,,NONE,0.0,0.0,0.0,1.0,VMC,4.0,Enroute,Enroute-Cruise,Fuel contamination
37129,20190428X35757,CEN19CA128,2019-04-27,ACC,1.0,Balloon,Personal,ULTRAMAGIC,S90,N,,,,,091,N901UM,La Mesa,TX,USA,325235N,1015645W,,,SERS,0.0,1.0,1.0,2.0,VMC,2.0,Landing,Landing-Flare/Touchdown,Miscellaneous/other
37130,20190428X32930,GAA19CA237,2019-04-27,ACC,1.0,Airplane,Personal,Vans,RV 6,Y,1.0,1.0,REC,SUBS,091,N621L,Chandler,OK,USA,354854N,0965226W,8OK6,Grass Strip,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Landing,Landing,Nose over/nose down
37131,20190428X90622,GAA19CA235,2019-04-27,ACC,1.0,Airplane,Personal,Bakeng,BAKENG DEUCE,Y,1.0,1.0,REC,SUBS,091,N19RG,Winston Salem,NC,USA,003681N,0801319W,INT,Smith Reynolds,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing-Landing Roll,Loss of control on ground
37132,20190516X85858,GAA19CA282,2019-04-28,ACC,1.0,Airplane,Personal,Cessna,172,N,1.0,1.0,REC,SUBS,091,N106ED,Edwards Air Force Base,CA,USA,345429N,0117538W,,,,0.0,0.0,0.0,0.0,Unk,1.0,Unknown,Unknown,Unknown or undetermined
37133,20190429X52852,CEN19TA131,2019-04-28,ACC,1.0,Airplane,Aerial Application,Air Tractor,AT 602,N,1.0,1.0,TP,SUBS,137,N602AM,Quanah,TX,USA,342148N,0099543W,,,NONE,0.0,0.0,0.0,1.0,VMC,2.0,Emergency Descent,Emergency Descent,Off-field or emergency landing
37134,20190428X84617,WPR19LA125,2019-04-28,ACC,1.0,Airplane,Personal,Stearman,A75N1(PT17),N,1.0,1.0,REC,SUBS,091,N68825,Sequim,WA,USA,048250N,1225227W,,,MINR,0.0,0.0,0.0,0.0,VMC,1.0,Enroute,Enroute,Loss of engine power (total)
37135,20190428X52843,GAA19CA228,2019-04-28,ACC,1.0,Airplane,Instructional,BELLANCA,7GCAA,N,1.0,1.0,REC,SUBS,091,N5046E,Lincoln,CA,USA,385433N,0121215W,LHM,Lincoln Rgnl/Karl Harder Field,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing-Landing Roll,Loss of control on ground
37136,20190430X12546,GAA19CA233,2019-04-28,ACC,1.0,Helicopter,,AEROSPATIALE,AS350,N,1.0,1.0,TS,SUBS,135,N288CH,Juneau,AK,USA,582928N,1342718W,,,NONE,0.0,0.0,0.0,6.0,VMC,1.0,Landing,Landing,Miscellaneous/other
37137,20190429X41324,ERA19LA162,2019-04-29,ACC,1.0,Airplane,Instructional,Piper,PA28,N,1.0,1.0,REC,SUBS,091,N3031W,Melbourne,FL,USA,275040N,0804522W,,,NONE,0.0,0.0,0.0,2.0,VMC,3.0,Maneuvering,Maneuvering,Off-field or emergency landing
37138,20190429X04325,WPR19FA124,2019-04-29,ACC,1.0,Airplane,Personal,Vans,RV 6,Y,1.0,1.0,REC,SUBS,091,N90LK,Ridgefield,WA,USA,454723N,1224126W,W46,Daybreak,FATL,2.0,0.0,0.0,0.0,VMC,1.0,Approach,Approach-VFR Pattern Final,Loss of control in flight
37139,20190429X61624,WPR19FA123,2019-04-29,ACC,1.0,Helicopter,,ROBINSON,R44,N,1.0,1.0,REC,DEST,135,N808NV,Kailua,HI,USA,212412N,1574552W,,,FATL,3.0,0.0,0.0,0.0,VMC,4.0,Maneuvering,Maneuvering,Aircraft structural failure
37140,20190507X80802,GAA19CA372,2019-04-29,ACC,1.0,Airplane,,Cessna,T206,N,1.0,1.0,REC,SUBS,PUBU,N189JC,Porterville,CA,USA,355538N,1191619W,,,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Prior to flight,Prior to flight,Aircraft inspection event
37141,20190430X84852,GAA19CA232,2019-04-30,ACC,1.0,Gyrocraft,Personal,PAVEL VAGNER,TANGO2,Y,1.0,1.0,REC,SUBS,091,N857UV,Cobden,IL,USA,373214N,0895331W,,,NONE,0.0,0.0,0.0,1.0,VMC,2.0,Landing,Landing,Loss of control in flight
37142,20190502X84711,ERA19TA166,2019-04-30,ACC,1.0,Airplane,Instructional,Cessna,172,N,1.0,1.0,REC,SUBS,091,N733UF,New Bern,NC,USA,035422N,0077235W,EWN,Coastal Carolina Regional,MINR,0.0,0.0,0.0,0.0,VMC,1.0,Landing,Landing,Loss of control on ground
37143,20190503X25547,WPR19TA142,2019-04-30,ACC,1.0,Airplane,Personal,Zenair,Zenith CH 701,Y,1.0,1.0,REC,SUBS,091,N396PH,Marion,VA,USA,365340N,0081212W,MKJ,MOUNTAIN EMPIRE,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Landing,Landing-Flare/Touchdown,Loss of control in flight
37144,20190502X63800,GAA19CA238,2019-04-30,ACC,1.0,Helicopter,Aerial Application,Aerospatiale,AS350,N,1.0,1.0,TS,SUBS,137,N350DL,Sula,MT,USA,455134N,0113585W,,,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Maneuvering,Maneuvering-Hover,Low altitude operations
37145,20190502X64344,WPR19LA128,2019-05-01,ACC,1.0,Airplane,Personal,Beech,35,N,1.0,1.0,REC,SUBS,091,N6864Q,Sedona,AZ,USA,345055N,1114718W,SEZ,Sedona,NONE,0.0,0.0,0.0,2.0,VMC,2.0,Prior to flight,Prior to flight,Powerplant sys/comp malf/fail
37146,20190503X62340,WPR19LA132,2019-05-01,ACC,1.0,Airplane,Personal,OTTERBACK,Lightning,Y,1.0,1.0,REC,SUBS,091,N106AL,Woodland,WA,USA,455333N,0122448W,W27,Woodland State Airport,NONE,0.0,0.0,0.0,2.0,VMC,4.0,Landing,Landing,Off-field or emergency landing
37147,20190502X85335,WPR19LA129,2019-05-01,ACC,1.0,Airplane,Personal,STORCH,FL-156C,N,1.0,1.0,REC,SUBS,091,N156LZ,Upland,CA,USA,034825N,0117391W,CCB,Cable,SERS,0.0,1.0,1.0,0.0,VMC,3.0,Emergency Descent,Emergency Descent,Collision with terr/obj (non-CFIT)
37148,20190501X50237,ERA19FA161,2019-05-01,ACC,1.0,Airplane,Personal,Cessna,172,N,1.0,1.0,REC,SUBS,091,N733KZ,Tyrone,PA,USA,404552N,0781240W,,,FATL,2.0,0.0,0.0,0.0,IMC,2.0,Enroute,Enroute-Cruise,VFR encounter with IMC
37149,20190501X62455,WPR19FA126,2019-05-01,ACC,1.0,Airplane,Personal,Cessna,182,N,1.0,1.0,REC,SUBS,091,N7302S,Mill Creek,CA,USA,402136N,1213038W,,,FATL,1.0,2.0,2.0,0.0,VMC,3.0,Enroute,Enroute,Loss of engine power (total)
37150,20190501X03948,GAA19CA236,2019-05-01,ACC,1.0,Airplane,Instructional,Cessna,172,N,1.0,1.0,REC,SUBS,091,N3031U,Wasilla,AK,USA,613557N,0149272W,,,NONE,0.0,0.0,0.0,2.0,VMC,3.0,Landing,Landing,Collision with terr/obj (non-CFIT)
37151,20190502X65346,WPR19TA131,2019-05-02,ACC,1.0,Helicopter,Instructional,Robinson,R22,N,1.0,1.0,REC,SUBS,091,N7532R,Lincoln Park,NJ,USA,405651N,0741852W,N07,Lincoln Park,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Maneuvering,Maneuvering-Hover,Loss of control in flight
37152,20190502X02835,GAA19CA239,2019-05-02,ACC,1.0,Airplane,,Gippsland,GA8,N,1.0,1.0,REC,SUBS,135,N524AV,Bethel,AK,USA,604643N,1615014W,BET,Bethel,NONE,0.0,0.0,0.0,7.0,VMC,2.0,Taxi,Taxi-from Runway,Ground collision
37153,20190503X60852,CEN19LA133,2019-05-02,ACC,1.0,Airplane,Personal,Cirrus,SR20,N,1.0,1.0,REC,SUBS,091,N8160C,Mineral Wells,TX,USA,324615N,0098234W,MWL,Mineral Wells Airport,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Approach,Approach-VFR Pattern Final,Part(s) separation from AC
37154,20190505X61703,GAA19CA281,2019-05-03,ACC,1.0,Airplane,Personal,Cessna,340,N,2.0,2.0,REC,SUBS,091,N5418M,Carvers,NV,USA,038581N,1171058W,,Private Field,NONE,0.0,0.0,0.0,5.0,VMC,1.0,Unknown broad phase,Takeoff,Loss of control in flight
37155,20190503X92424,GAA19CA241,2019-05-03,ACC,1.0,Glider,Personal,Stemme,S 10,N,1.0,1.0,REC,SUBS,091,N2280X,Sonoma,CA,USA,381527N,0122263W,0Q9,Sonoma Skypark,MINR,0.0,0.0,0.0,0.0,VMC,5.0,Landing,Landing,Collision with terr/obj (non-CFIT)
37156,20190503X91004,GAA19CA240,2019-05-03,ACC,1.0,Airplane,Personal,Luscombe,8,N,1.0,1.0,REC,SUBS,091,N22052,Orofino,ID,USA,462929N,1161637W,S68,Orofino Muni,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Landing,Landing-Landing Roll,Nose over/nose down
37157,20190614X23348,WPR19LA171,2019-05-03,ACC,1.0,Airplane,Personal,Beech,35,N,1.0,1.0,REC,SUBS,091,N2839V,Deer Park,WA,USA,475829N,1172550W,DEW,DEER PARK,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Initial Climb,Initial Climb,Aircraft structural failure
37158,20190507X71836,GAA19CA251,2019-05-04,ACC,1.0,Airplane,Personal,De Havilland,DHC2,N,1.0,1.0,TP,SUBS,091,N456SF,McCarthy,AK,USA,061743N,1422455W,PVT,Ultima Thule Lodge,NONE,0.0,0.0,0.0,1.0,VMC,5.0,Landing,Landing,Nose over/nose down
37159,20190506X71650,WPR19LA136,2019-05-04,ACC,1.0,Airplane,Instructional,Piper,PA28R,N,1.0,1.0,REC,SUBS,091,N2134T,Winter Haven,FL,USA,028347N,0814512W,GIF,WINTER HAVEN RGNL,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Approach,Approach-IFR Initial Approach,Loss of engine power (partial)
37160,20190504X04947,DCA19MA143,2019-05-04,ACC,1.0,Airplane,,Boeing,737,N,2.0,2.0,TF,SUBS,121,N732MA,Jacksonville,FL,USA,301354N,0813937W,NIP,JACKSONVILLE NAS (TOWERS FLD),MINR,0.0,0.0,0.0,142.0,IMC,4.0,Landing,Landing-Landing Roll,Other weather encounter
37161,20190504X23851,CEN19FA134,2019-05-04,ACC,1.0,Powered parachute,Personal,ALLIANT AVIATION,DESTINY 2000,N,1.0,1.0,REC,DEST,091,N65481,New Era,MI,USA,433352N,0086255W,,,FATL,1.0,0.0,0.0,0.0,VMC,3.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
37162,20190505X03851,GAA19CA244,2019-05-04,ACC,1.0,Airplane,Personal,Cessna,A185,N,1.0,1.0,REC,SUBS,091,N7711L,VALPARAISO,IN,USA,412714N,0087025W,VPZ,Porter County Rgnl,NONE,0.0,0.0,0.0,1.0,VMC,3.0,Unknown broad phase,Takeoff,Loss of control on ground
37163,20190504X62853,GAA19CA243,2019-05-04,ACC,1.0,Airplane,Personal,HANSON,PARAKEET A4 REPLICA,Y,1.0,1.0,REC,SUBS,091,N27Q,FARIBAULT,MN,USA,441944N,0931847W,FBL,Faribault Muni-Liz Wall Strohf,NONE,0.0,0.0,0.0,1.0,VMC,6.0,Landing,Landing-Flare/Touchdown,Nose over/nose down
37164,20190504X53843,WPR19LA134,2019-05-04,ACC,1.0,Airplane,Personal,Cessna,A185,N,1.0,1.0,REC,SUBS,091,N185FT,Kalispell,MT,USA,481838N,1141522W,GPI,Glacier Park Intl,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing-Landing Roll,Loss of control on ground
37165,20190504X45333,ERA19FA163,2019-05-04,ACC,1.0,Helicopter,Personal,Guimbal,CABRI,N,1.0,1.0,REC,DEST,091,N572MD,Kent Island,MD,USA,384857N,0762259W,,,FATL,2.0,0.0,0.0,0.0,IMC,2.0,Maneuvering,Maneuvering,Collision with terr/obj (non-CFIT)
37166,20190504X54548,WPR19LA135,2019-05-04,ACC,1.0,Helicopter,Aerial Application,Bell,206,N,1.0,1.0,TS,SUBS,137,N49643,Oxnard,CA,USA,341313N,1191326W,OXR,Oxnard Airport,SERS,0.0,1.0,1.0,0.0,VMC,1.0,Maneuvering,Maneuvering-Low-alt flying,Inflight upset
37167,20190505X10250,ANC19FA018,2019-05-05,ACC,1.0,Airplane,Personal,Beech,A60,N,2.0,1.0,REC,SUBS,091,N102SN,Santa Rosa,NM,USA,345624N,0104404W,SXU,SANTA ROSA ROUTE 66,FATL,2.0,0.0,0.0,0.0,VMC,4.0,Maneuvering,Maneuvering-Low-alt flying,Aerodynamic stall/spin
37168,20190505X55947,GAA19CA242,2019-05-05,ACC,1.0,Airplane,Instructional,Flight Design,CTLS,N,1.0,1.0,REC,SUBS,091,N175LM,Sandy Valley,NV,USA,354737N,1153736W,3L2,SKY RANCH,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing,Landing area overshoot
37169,20190506X75937,WPR19LA138,2019-05-05,ACC,1.0,Airplane,Personal,Beech,36,N,1.0,1.0,REC,SUBS,091,N6684Z,Reno,NV,USA,392957N,0119465W,RNO,Reno/Tahoe Intl,NONE,0.0,0.0,0.0,2.0,VMC,2.0,Landing,Landing-Landing Roll,Runway excursion
37170,20190505X92851,GAA19CA246,2019-05-05,ACC,1.0,Airplane,Personal,Cessna,182,N,1.0,1.0,REC,DEST,091,N96974,Marion,IN,USA,402913N,0085411W,MZZ,MARION MUNI,MINR,0.0,0.0,0.0,2.0,VMC,1.0,Approach,Approach-VFR Go-Around,Miscellaneous/other
37171,20190505X61249,WPR19LA137,2019-05-05,ACC,1.0,Airplane,Aerial Application,Grumman,G164,N,1.0,1.0,TP,SUBS,137,N3630D,Sutter,CA,USA,391122N,1214231W,,,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Enroute,Enroute-Cruise,Powerplant sys/comp malf/fail
37172,20190505X64101,WPR19LA139,2019-05-05,ACC,1.0,Airplane,Personal,Beech,35,N,1.0,1.0,REC,SUBS,091,N1510S,Minden,NV,USA,003902N,0119454W,MEV,Minden-Tahoe,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Landing,Landing-Flare/Touchdown,Landing gear not configured
37173,20190505X00851,CEN19FA135,2019-05-05,ACC,1.0,Airplane,Personal,PIPER,PA34,N,,1.0,REC,SUBS,091,N999CR,Anderson,IN,USA,040631N,0853647W,AID,ANDERSON MUNI-DARLINGTON FIELD,SERS,0.0,1.0,1.0,0.0,VMC,1.0,Prior to flight,Prior to flight,Aircraft maintenance event
37174,20190512X91624,GAA19CA293,2019-05-06,ACC,1.0,Airplane,Personal,Piper,PA 20,N,1.0,1.0,REC,SUBS,091,N7046K,Canandaigua,NY,USA,425436N,0771948W,IUA,CANANDAIGUA,NONE,0.0,0.0,0.0,1.0,VMC,3.0,Landing,Landing,Nose over/nose down
37175,20190505X24518,WPR19LA140,2019-05-06,ACC,1.0,Airplane,Personal,Cessna,172,N,1.0,1.0,REC,SUBS,091,N8887U,Red Rock,AZ,USA,323218N,1112525W,,,NONE,0.0,0.0,0.0,4.0,VMC,1.0,Enroute,Enroute-Descent,Loss of engine power (partial)
37176,20190506X23852,GAA19CA250,2019-05-06,ACC,1.0,Helicopter,Instructional,BELL,47G,N,1.0,1.0,REC,SUBS,091,N5990,Denton,TX,USA,033128N,0971153W,DTO,Denton Enterprise,NONE,0.0,0.0,0.0,2.0,VMC,5.0,Landing,Landing,Part(s) separation from AC
37177,20190506X45027,ERA19FA164,2019-05-06,ACC,1.0,Airplane,Instructional,Piper,PA28,N,1.0,1.0,REC,DEST,091,N5542U,Foley,AL,USA,302558N,0087428W,5R4,Foley Municipal Airport,FATL,1.0,1.0,1.0,0.0,VMC,3.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
37178,20190506X73526,GAA19CA247,2019-05-06,ACC,1.0,Airplane,Instructional,Cessna,172,N,1.0,1.0,REC,SUBS,091,N734DX,Auburn,CA,USA,385717N,0121454W,AUN,Auburn Muni,NONE,0.0,0.0,0.0,1.0,VMC,6.0,Landing,Landing,Nose over/nose down
37179,20190506X62237,GAA19CA245,2019-05-06,ACC,1.0,Airplane,Personal,Ercoupe,415 C,N,1.0,1.0,REC,SUBS,091,N2101H,Rosendale,WI,USA,435250N,0884238W,,,NONE,0.0,0.0,0.0,1.0,VMC,4.0,Landing,Landing-Landing Roll,Nose over/nose down
37180,20190506X13601,WPR19FA133,2019-05-06,ACC,1.0,Airplane,Personal,Just,JA30 SUPERSTOL,Y,,1.0,REC,DEST,091,N825PW,Chelan,WA,USA,475159N,1195630W,S10,Lake Chelan Airport,FATL,1.0,0.0,0.0,0.0,VMC,3.0,Post-Impact,Post-Impact,Fire/smoke (post-impact)
37181,20190508X95359,WPR19LA141,2019-05-07,ACC,1.0,Airplane,Personal,Flight Design,CTLS,N,1.0,1.0,REC,SUBS,091,N423EB,Boulder City,NV,USA,355611N,1145116W,BVU,Boulder City Muni,SERS,0.0,1.0,1.0,0.0,VMC,3.0,Approach,Approach-VFR Go-Around,Collision with terr/obj (non-CFIT)
37182,20190507X30329,CEN19FA138,2019-05-07,ACC,1.0,Airplane,Personal,Champion,7GCAA,N,1.0,1.0,REC,SUBS,091,N7665S,Schlater,MS,USA,333737N,0902228W,Pvt,Private,FATL,1.0,0.0,0.0,0.0,VMC,2.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
37183,20190509X05207,CEN19FA139,2019-05-08,ACC,1.0,Airplane,Business,Mooney,M20J,N,1.0,1.0,REC,SUBS,091,N111JP,Moose Lake,MN,USA,462524N,0924820W,KMZH,Moose Lake Carlton County Airp,FATL,1.0,0.0,0.0,0.0,IMC,3.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
