,ev_id,ntsb_no,ev_date,ev_type,Aircraft_Key,aircraft category,flight purpose,acft_make,acft_model,homebuilt,num_eng,eng_no,eng_type,damage,far_part,regis_no,ev_city,ev_state,ev_country,latitude,longitude,ev_nr_apt_id,apt_name,ev_highest_injury,inj_tot_f,inj_tot_s,inj_tot_m,inj_tot_n,wx_cond_basic,Occurrence_No,broad phase of flight,specific phase of flight,Occurrence
35805,20180503X92154,DCA18CA165,2018-05-01,ACC,,,,,,,,,,,,,Queens,NY,USA,403838N,0734655W,JFK,John F Kennedy Intl,NONE,0.0,0.0,0.0,276.0,VMC,,,,
35806,20180502X12325,WPR18LA132,2018-05-01,ACC,1.0,Weight shift,Personal,COSMOS,PHASE III,N,,,,SUBS,091,N6466,Fernandina Beach,FL,USA,303643N,0812740W,FHB,FERNANDINA BEACH MUNI,MINR,0.0,0.0,0.0,1.0,VMC,1.0,Initial Climb,Initial Climb,Loss of control in flight
35807,20180501X32346,WPR18FA131,2018-05-02,ACC,1.0,Airplane,Personal,AMERICAN AIR RACING LTD,THUNDER MUSTANG,Y,1.0,1.0,REC,SUBS,091,N352BT,Reno,NV,USA,393941N,0119524W,RTS,RENO/STEAD,FATL,1.0,0.0,0.0,0.0,VMC,3.0,Landing,Landing-Landing Roll,Nose over/nose down
35808,20180503X85948,CEN18LA156,2018-05-02,ACC,1.0,Airplane,Personal,LAMINAR,Lancair 360,Y,1.0,1.0,REC,SUBS,091,N92WL,Woodward,OK,USA,362637N,0993054W,,,NONE,0.0,0.0,0.0,2.0,VMC,2.0,Enroute,Enroute-Cruise,Fuel related
35809,20180514X70043,GAA18CA347,2018-05-02,ACC,1.0,Airplane,Personal,PIPER,PA28,N,1.0,1.0,REC,SUBS,091,N9494J,Pine Spring,TX,USA,314529N,1044635W,,,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Enroute,Enroute,Other weather encounter
35810,20180501X12617,WPR18LA130,2018-05-02,ACC,1.0,Helicopter,Personal,ROBINSON HELICOPTER,R22 BETA,N,1.0,1.0,REC,SUBS,091,N7526S,Portland,OR,USA,045425N,0122511W,,,SERS,0.0,1.0,1.0,0.0,VMC,2.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
35811,20180502X52741,ERA18FA138,2018-05-02,ACC,1.0,Airplane,Personal,PIPER,PA32,N,1.0,1.0,REC,DEST,091,N4153R,West Milford,NJ,USA,041717N,0074213W,4N1,Greenwood Lake,FATL,1.0,0.0,0.0,0.0,VMC,2.0,Unknown broad phase,Takeoff,Fire/smoke (non-impact)
35812,20180502X24152,GAA18CA250,2018-05-02,ACC,1.0,Helicopter,Personal,MICHAEL R ALEXANDER,MOSQUITO XE,Y,1.0,1.0,REC,DEST,091,N725JC,Iron Station,NC,USA,352624N,0081712W,,,MINR,0.0,0.0,0.0,0.0,VMC,2.0,Maneuvering,Maneuvering-Hover,Control flight into terr/obj
35813,20180502X31917,GAA18CA248,2018-05-02,ACC,1.0,Airplane,Positioning,CESSNA,172,N,1.0,1.0,REC,SUBS,091,N734QQ,Port Angeles,WA,USA,473553N,1231634W,,,MINR,0.0,0.0,0.0,0.0,VMC,2.0,Maneuvering,Maneuvering-Low-alt flying,Collision with terr/obj (non-CFIT)
35814,20180503X02040,CEN18LA157,2018-05-02,ACC,1.0,Airplane,Personal,HARTLINE J BON,HARTLINE KITFOX III,Y,,1.0,REC,SUBS,091,N73BH,Marathon,TX,USA,331347N,0973524W,6TX9,Stovall Ranch Airport,MINR,0.0,0.0,0.0,0.0,VMC,2.0,Unknown broad phase,Takeoff,Collision with terr/obj (non-CFIT)
35815,20180502X23923,ERA18LA140,2018-05-02,ACC,1.0,Helicopter,Positioning,ROBINSON,R22,N,1.0,1.0,REC,SUBS,091,N923SM,Panama City,FL,USA,301026N,0854827W,,,MINR,0.0,0.0,0.0,0.0,VMC,1.0,Prior to flight,Prior to flight,Preflight or dispatch event
35816,20180503X65158,GAA18CA258,2018-05-03,ACC,1.0,Airplane,Personal,BERGER BERNARD M,PULSAR SERIES III,Y,1.0,1.0,REC,SUBS,091,N914BB,Palmyra,PA,USA,401716N,0763448W,58N,REIGLE FIELD,NONE,0.0,0.0,0.0,1.0,VMC,4.0,Landing,Landing,Runway excursion
35817,20180504X94732,GAA18CA253,2018-05-04,ACC,1.0,Airplane,Instructional,CESSNA,172,N,1.0,1.0,REC,SUBS,091,N99141,Glendale,AZ,USA,333141N,1121740W,GEU,GLENDALE MUNI,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Unknown broad phase,Takeoff,Other weather encounter
35818,20180508X25948,GAA18CA265,2018-05-04,ACC,1.0,Airplane,Aerial Application,AIR TRACTOR INC,AT 802,N,1.0,1.0,TP,SUBS,137,N4170S,Truman,AR,USA,353413N,0903810W,,,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Maneuvering,Maneuvering-Low-alt flying,Miscellaneous/other
35819,20180504X05729,WPR18LA135,2018-05-04,ACC,1.0,Airplane,Personal,CESSNA,152,N,1.0,1.0,REC,SUBS,091,N6198Q,Tamiami,FL,USA,254742N,0803411W,,,SERS,0.0,2.0,2.0,0.0,IMC,2.0,Enroute,Enroute-Cruise,Loss of control in flight
35820,20180507X91846,CEN18LA158,2018-05-04,ACC,1.0,Helicopter,Instructional,ROBINSON HELICOPTER,R44,N,1.0,1.0,REC,SUBS,091,N444VH,East Troy,WI,USA,424749N,0882221W,57C,EAST TROY MUNI,NONE,0.0,0.0,0.0,2.0,VMC,2.0,Maneuvering,Maneuvering-Hover,Loss of engine power (partial)
35821,20180507X92547,CEN18LA159,2018-05-05,ACC,1.0,Airplane,Personal,BEECH,A36,N,1.0,1.0,REC,SUBS,091,N36LP,Shullsburg,WI,USA,423423N,0901356W,,,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Enroute,Enroute-Cruise,Loss of engine power (total)
35822,20180507X10149,GAA18CA256,2018-05-05,ACC,1.0,Airplane,Personal,CESSNA,A185,N,1.0,1.0,REC,SUBS,091,N76SC,Chandler,AZ,USA,331618N,1114848W,CHD,CHANDLER MUNI,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Approach,Approach,Other weather encounter
35823,20180504X25824,GAA18CA254,2018-05-05,ACC,1.0,Airplane,,BEECH,58,N,2.0,1.0,REC,SUBS,091,N222BD,Sisters,OR,USA,441816N,1213221W,6K5,SISTERS EAGLE AIR,NONE,0.0,0.0,0.0,3.0,VMC,1.0,Approach,Approach,Other weather encounter
35824,20180507X91432,GAA18CA255,2018-05-05,ACC,1.0,Airplane,Personal,PPHU EKOLOT,KR-030 TOPAZ,N,1.0,1.0,REC,SUBS,091,N468KM,Dekalb,IL,USA,415542N,0884227W,DKB,DE KALB TAYLOR MUNI,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing,Hard landing
35825,20180510X92505,GAA18CA277,2018-05-05,ACC,1.0,Airplane,Personal,CESSNA AIRCRAFT CO,162,N,1.0,1.0,REC,SUBS,091,N263VX,Waterloo,IN,USA,412553N,0845852W,4C2,WALKER/ROWE WATERLOO,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing,Abnormal runway contact
35826,20180507X82203,ERA18FA141,2018-05-05,ACC,1.0,Airplane,Instructional,AERONCA,7AC,N,1.0,1.0,REC,SUBS,091,N84396,Middletown,NY,USA,412534N,0742414W,06N,RANDALL,FATL,1.0,1.0,1.0,0.0,VMC,1.0,Initial Climb,Initial Climb,Aerodynamic stall/spin
35827,20180507X03532,CEN18FA160,2018-05-05,ACC,1.0,Airplane,Personal,BELAIR,RAVEN,Y,1.0,1.0,REC,SUBS,091,C-FNKZ,Sault Ste Marie,MI,USA,462839N,0842147W,ANJ,SAULT STE MARIE MUNI/SANDERSON,FATL,2.0,0.0,0.0,0.0,VMC,1.0,Unknown broad phase,Takeoff,Loss of control in flight
35828,20180504X04949,GAA18CA273,2018-05-05,ACC,1.0,Gyrocraft,Personal,CHRISTOPHER LORD,ELA ECLIPSE 10,Y,1.0,1.0,REC,SUBS,091,N533EA,Calhoun,GA,USA,342518N,0845621W,,,MINR,0.0,0.0,0.0,0.0,VMC,3.0,Landing,Landing,Roll over
35829,20180508X25835,GAA18CA268,2018-05-05,ACC,1.0,Airplane,Personal,PIPER,PA 15,N,1.0,1.0,REC,SUBS,091,N4534H,Fulton,NY,USA,043211N,0762316W,FZY,OSWEGO COUNTY,NONE,0.0,0.0,0.0,1.0,VMC,2.0,Landing,Landing,Loss of control on ground
35830,20180507X81648,GAA18CA267,2018-05-05,ACC,1.0,Airplane,Instructional,CESSNA,172,N,1.0,1.0,REC,SUBS,091,N7762X,Fulton,NY,USA,043217N,0076238W,FZY,OSWEGO COUNTY,NONE,0.0,0.0,0.0,1.0,VMC,4.0,Landing,Landing,Landing gear collapse
35831,20180507X85538,GAA18CA259,2018-05-05,ACC,1.0,Airplane,Personal,CREECH JERRY,CREECH JERRY CH 701,Y,1.0,1.0,REC,SUBS,091,N701XS,Lusby,MD,USA,382140N,0762415W,MD50,CHESAPEAKE RANCH,MINR,0.0,0.0,0.0,1.0,VMC,3.0,Landing,Landing,Collision during takeoff/land
35832,20180507X81650,GAA18CA263,2018-05-05,ACC,1.0,Glider,Personal,SCHWEIZER,SGS 1 26,N,0.0,,,SUBS,091,N17909,Springfield,VT,USA,432037N,0072312W,VSF,HARTNESS STATE (SPRINGFIELD),MINR,0.0,0.0,0.0,0.0,VMC,1.0,Approach,Approach-VFR Pattern Final,Loss of lift
35833,20180514X54715,GAA18CA284,2018-05-05,ACC,1.0,Airplane,Personal,YAKOVLEV,YAK 52,N,1.0,1.0,REC,SUBS,091,N81FS,Bayou La Batre,AL,USA,302719N,0881240W,5R7,ROY E RAY,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing,Runway excursion
35834,20180529X20553,GAA18CA304,2018-05-06,ACC,1.0,Airplane,,BEECH,58,N,2.0,1.0,REC,SUBS,091,N406PA,Gainesville,GA,USA,341625N,0834953W,GVL,LEE GILMER MEMORIAL,NONE,0.0,0.0,0.0,1.0,VMC,2.0,Approach,Approach-VFR Go-Around,Abnormal runway contact
35835,20180507X34747,ANC18LA034,2018-05-06,ACC,1.0,Airplane,Personal,GRUMMAN,TBM-3,N,1.0,1.0,REC,DEST,091,N337VT,Fort Apache,AZ,USA,334612N,1095849W,,,SERS,0.0,2.0,2.0,0.0,VMC,1.0,Enroute,Enroute-Cruise,Loss of engine power (partial)
35836,20180507X81658,GAA18CA260,2018-05-06,ACC,1.0,Airplane,Personal,CESSNA,182,N,1.0,1.0,REC,SUBS,091,N5419E,Clarksville,TN,USA,363719N,0872454W,CKV,OUTLAW FIELD,NONE,0.0,0.0,0.0,1.0,VMC,4.0,Landing,Landing,Runway excursion
35837,20180507X81656,ERA18TA142,2018-05-06,ACC,1.0,Gyrocraft,Personal,BARRY MAGGIO,APOLLO AG-1,Y,1.0,1.0,REC,SUBS,091,N141C,Smith Beach,VA,USA,372146N,0755927W,,,MINR,0.0,0.0,0.0,0.0,IMC,3.0,Approach,Approach,Collision with terr/obj (non-CFIT)
35838,20180507X81654,GAA18CA257,2018-05-06,ACC,1.0,Airplane,Instructional,AERONCA,7AC,N,1.0,1.0,REC,SUBS,091,N83581,Warrenton,VA,USA,383511N,0774238W,HWY,WARRENTON-FAUQUIER,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Unknown broad phase,Takeoff,Aerodynamic stall/spin
35839,20180507X42518,CEN18LA162,2018-05-07,ACC,1.0,Airplane,Personal,CESSNA,182,N,1.0,1.0,REC,SUBS,091,N3292Y,Broomfield,CO,USA,395432N,0010572W,BJC,Rocky Mountain Metropolitan,MINR,0.0,0.0,0.0,0.0,VMC,3.0,Landing,Landing-Landing Roll,Runway excursion
35840,20180507X61948,GAA18CA261,2018-05-07,ACC,1.0,Airplane,Instructional,ZENAIR LTD,CH 2000,N,1.0,1.0,REC,SUBS,091,N699ZA,Naples,FL,USA,026925N,0814615W,APF,NAPLES MUNI,MINR,0.0,0.0,0.0,0.0,VMC,2.0,Landing,Landing,Attempted remediation/recovery
35841,20180508X00710,GAA18CA262,2018-05-07,ACC,1.0,Airplane,Personal,CESSNA,182,N,1.0,1.0,REC,SUBS,091,N632EP,Albuquerque,NM,USA,353545N,0106547W,,,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Enroute,Enroute,Other weather encounter
35842,20180508X65319,GAA18CA269,2018-05-07,ACC,1.0,Airplane,Personal,PIPER,PA 18-150,N,1.0,1.0,REC,SUBS,091,N2432H,Goose Bay,AK,USA,612341N,1495032W,Z40,GOOSE BAY,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Landing,Landing-Landing Roll,Loss of control on ground
35843,20180507X00658,DCA18CA169,2018-05-07,ACC,1.0,Airplane,,BOEING,737-8H4,N,2.0,1.0,TF,SUBS,121,N8655D,Baltimore,MD,USA,391045N,0076402W,KBWI,Baltimore/Thurgood Marshall In,NONE,0.0,0.0,0.0,179.0,VMC,1.0,Taxi,Taxi-from Runway,Ground collision
35844,20180507X11952,ERA18LA145,2018-05-07,ACC,1.0,Airplane,Instructional,PIPER,PA28,N,1.0,1.0,REC,SUBS,091,N80813,Vero Beach,FL,USA,273920N,0080255W,VRB,VERO BEACH RGNL,NONE,0.0,0.0,0.0,2.0,VMC,3.0,Landing,Landing-Flare/Touchdown,Off-field or emergency landing
35845,20180507X30956,ERA18TA144,2018-05-07,ACC,1.0,Gyrocraft,Personal,CHRISTOPHER LORD,ELA 07 SCORPION,Y,1.0,1.0,REC,SUBS,091,N534EA,Sebring,FL,USA,272655N,0812035W,SEF,SEBRING RGNL,SERS,0.0,1.0,1.0,0.0,VMC,1.0,Landing,Landing-Landing Roll,Loss of control on ground
35846,20180509X14948,GAA18CA276,2018-05-08,ACC,1.0,Airplane,Personal,CESSNA,172,N,1.0,1.0,REC,SUBS,091,N377ES,Batavia,OH,USA,039449N,0841231W,I69,CLERMONT COUNTY,NONE,0.0,0.0,0.0,1.0,VMC,3.0,Unknown broad phase,Takeoff-Rejected Takeoff,Runway excursion
35847,20180508X71947,GAA18CA266,2018-05-08,ACC,1.0,Airplane,Personal,DIVEN ROBERT,NIEUPORT 17,Y,1.0,1.0,REC,SUBS,091,N315BD,Las Cruces,NM,USA,321722N,1065519W,LRU,LAS CRUCES INTL,MINR,0.0,0.0,0.0,0.0,VMC,3.0,Unknown broad phase,Takeoff,Collision with terr/obj (non-CFIT)
35848,20180509X35947,CEN18LA165,2018-05-08,ACC,1.0,Airplane,Instructional,PIPER,PA 34-200,N,2.0,2.0,REC,SUBS,091,N99GN,VALPARAISO,IN,USA,412714N,0087025W,VPZ,PORTER COUNTY RGNL,SERS,0.0,1.0,1.0,0.0,VMC,2.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
35849,20180509X00947,CEN18LA163,2018-05-08,ACC,1.0,Airplane,Skydiving,CESSNA,182F,N,1.0,1.0,REC,SUBS,091,N3291U,Luling,TX,USA,294325N,0973933W,T91,The Carter Memorial Airport,MINR,0.0,0.0,0.0,2.0,VMC,5.0,Landing,Landing,Part(s) separation from AC
35850,20180509X84221,DCA18WA177,2018-05-08,INC,1.0,Airplane,,Boeing,767,N,2.0,2.0,TF,MINR,121,N342AN,Guayaquil,,USA,,,,,,0.0,0.0,0.0,0.0,,1.0,Enroute,Enroute-Climb to cruise,Powerplant sys/comp malf/fail
35851,20180508X95423,GAA18CA264,2018-05-08,ACC,1.0,Airplane,Personal,PIPER,PA28,N,1.0,1.0,REC,SUBS,091,N642RJ,Addison,TX,USA,003301N,0964941W,ADS,ADDISON,NONE,0.0,0.0,0.0,1.0,VMC,4.0,Landing,Landing,Collision with terr/obj (non-CFIT)
35852,20180509X75519,GAA18CA270,2018-05-09,ACC,1.0,Airplane,Personal,JETSON'S AVIATION LLC,AIRCAM,Y,2.0,2.0,REC,SUBS,091,N334JS,Bumpass,VA,USA,375755N,0774456W,7W4,LAKE ANNA,NONE,0.0,0.0,0.0,1.0,VMC,4.0,Unknown broad phase,Takeoff-Rejected Takeoff,Loss of control on ground
35853,20180509X72454,GAA18CA271,2018-05-09,ACC,1.0,Airplane,Personal,CESSNA,P210,N,1.0,1.0,REC,SUBS,091,N210BG,Grass Valley,CA,USA,391323N,0121019W,GOO,NEVADA COUNTY,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing,Landing area overshoot
35854,20180511X94158,CEN18LA167,2018-05-10,ACC,1.0,Helicopter,Personal,ENSTROM HELICOPTER CORP,280C,N,1.0,1.0,REC,SUBS,091,N67RE,Kerens,TX,USA,032021N,0009692W,,,SERS,0.0,1.0,1.0,0.0,VMC,5.0,Emergency Descent,Unknown specific phase,Collision with terr/obj (non-CFIT)
35855,20180510X60611,GAA18CA274,2018-05-10,ACC,1.0,Airplane,Instructional,PIPER,PA28,N,1.0,1.0,REC,SUBS,091,N430PA,Wickenburg,AZ,USA,033588N,1124756W,E25,WICKENBURG MUNI,NONE,0.0,0.0,0.0,1.0,VMC,3.0,Approach,Approach-VFR Go-Around,Collision with terr/obj (non-CFIT)
35856,20180510X20823,GAA18CA272,2018-05-10,ACC,1.0,Airplane,Ferry,CUB CRAFTERS INC,CC19,N,1.0,1.0,REC,SUBS,091,N82XC,Mesa,AZ,USA,332739N,1114342W,FFZ,FALCON FLD,NONE,0.0,0.0,0.0,2.0,VMC,2.0,Landing,Landing-Landing Roll,Landing gear collapse
35857,20180523X24207,GAA18CA292,2018-05-11,ACC,1.0,Airplane,Instructional,PIPER,PA28,N,1.0,1.0,REC,SUBS,091,N610FT,Merritt Island,FL,USA,282033N,0804120W,COI,MERRITT ISLAND,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Landing,Landing,Other weather encounter
35858,20180511X23112,CEN18LA171,2018-05-11,ACC,1.0,Airplane,Personal,CESSNA,172N,N,1.0,1.0,REC,SUBS,091,N738XT,ORRVILLE,OH,USA,405232N,0814559W,OH24,MARKLEY FARM,SERS,0.0,1.0,1.0,0.0,VMC,2.0,Initial Climb,Initial Climb,Aerodynamic stall/spin
35859,20180511X65132,WPR18LA142,2018-05-11,ACC,1.0,Airplane,Personal,KOLB,FIRESTAR,Y,1.0,1.0,REC,SUBS,091,N9216E,Atmore,AL,USA,031058N,0872648W,,,SERS,0.0,1.0,1.0,0.0,VMC,2.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
35860,20180511X43419,WPR18FA139,2018-05-11,ACC,1.0,Airplane,Instructional,BEECH,76,N,2.0,1.0,REC,DEST,091,N803FC,Julian,CA,USA,003384N,1163442W,,,FATL,3.0,0.0,0.0,0.0,VMC,1.0,Maneuvering,Maneuvering,Control flight into terr/obj
35861,20180511X22810,GAA18CA275,2018-05-11,ACC,,,,,,,,,,,,,Chandler,AZ,USA,033169N,1114840W,CHD,CHANDLER MUNI,NONE,0.0,0.0,0.0,2.0,VMC,,,,
35862,20180511X03906,CEN18LA172,2018-05-11,ACC,1.0,Airplane,Personal,WITTMAN D R/WITTMAN D M,RV 6,Y,1.0,1.0,REC,DEST,091,N833DW,Borger,TX,USA,035423N,1012337W,BGD,Hutchinson County Airport,SERS,0.0,1.0,1.0,0.0,VMC,1.0,Landing,Landing-Flare/Touchdown,Landing area overshoot
35863,20180511X12947,GAA18CA279,2018-05-12,ACC,1.0,Airplane,Personal,CHAMPION,7ECA,N,1.0,1.0,REC,SUBS,091,N6333N,MORRILTON,AR,USA,035811N,0924254W,BDQ,MORRILTON MUNI,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Landing,Landing,Abnormal runway contact
35864,20180513X04614,GAA18CA278,2018-05-12,ACC,1.0,Airplane,Personal,CESSNA,170,N,1.0,1.0,REC,SUBS,091,N2485D,Zelienople,PA,USA,040487N,0080939W,PJC,ZELIENOPLE MUNI,NONE,0.0,0.0,0.0,1.0,VMC,3.0,Landing,Landing-Landing Roll,Collision with terr/obj (non-CFIT)
35865,20180512X11203,WPR18LA140,2018-05-12,ACC,1.0,Helicopter,Aerial Application,BELL,OH 58C,N,,1.0,TS,SUBS,137,N82857,Yuma,AZ,USA,324110N,1144326W,,,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Maneuvering,Maneuvering-Low-alt flying,Loss of engine power (partial)
35866,20180513X93216,ANC18FA036,2018-05-12,ACC,1.0,Airplane,Personal,PIPER,PA-28-180,N,1.0,1.0,REC,SUBS,091,N7061W,Whittier,AK,USA,604550N,1484257W,,,FATL,1.0,0.0,0.0,0.0,Unk,3.0,Enroute,Enroute,Control flight into terr/obj
35867,20180511X35249,CEN18FA168,2018-05-12,ACC,1.0,Airplane,Personal,CIRRUS DESIGN CORP,SR22,N,1.0,1.0,REC,DEST,091,N507TX,Lone Tree,CO,USA,393058N,0104502W,APA,Centennial Airport,FATL,1.0,0.0,0.0,0.0,VMC,3.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
35868,20180517X95944,GAA18CA282,2018-05-13,ACC,1.0,Airplane,Instructional,DIAMOND AIRCRAFT IND INC,DA 20,N,1.0,1.0,REC,SUBS,091,N143MA,LaGrange,GA,USA,033033N,0085411W,LGC,LAGRANGE-CALLAWAY,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Unknown broad phase,Takeoff,Loss of control on ground
35869,20180517X55416,GAA18CA283,2018-05-13,ACC,1.0,Glider,Personal,SCHWEIZER,SGS123,N,0.0,1.0,NONE,SUBS,091,N9915J,Tunbridge,VT,USA,435345N,0722624W,,,NONE,0.0,0.0,0.0,1.0,VMC,3.0,Landing,Landing,Collision with terr/obj (non-CFIT)
35870,20180513X62754,ERA18FA146,2018-05-13,ACC,1.0,Airplane,Personal,BEECH,35A33,N,1.0,1.0,REC,DEST,091,N486T,Jacksonville,AL,USA,334753N,0854331W,,,FATL,1.0,1.0,1.0,0.0,VMC,1.0,Prior to flight,Prior to flight,Aircraft maintenance event
35871,20180514X82202,WPR18FA141,2018-05-13,ACC,1.0,Airplane,Personal,CESSNA,182G,N,1.0,1.0,REC,DEST,091,N2377R,Cascade,ID,USA,441424N,0116424W,,,FATL,1.0,0.0,0.0,0.0,VMC,2.0,Enroute,Enroute-Cruise,Control flight into terr/obj
35872,20180514X30342,GAA18CA281,2018-05-14,ACC,1.0,Airplane,Personal,PIPER,PA 32R,N,1.0,1.0,REC,SUBS,091,N25WE,Cape Carteret,NC,USA,344219N,0007734W,60NC,STAR HILL GOLF CLUB,NONE,0.0,0.0,0.0,2.0,VMC,2.0,Landing,Landing-Landing Roll,Abnormal runway contact
35873,20180515X32106,GAA18CA280,2018-05-14,ACC,1.0,Airplane,Personal,CESSNA,172,N,1.0,1.0,REC,DEST,091,N4144L,Nooksack,WA,USA,048530N,0122171W,,,MINR,0.0,0.0,0.0,0.0,VMC,3.0,Landing,Landing,Collision with terr/obj (non-CFIT)
35874,20180515X23947,CEN18LA173,2018-05-15,ACC,1.0,Airplane,Flight Test,GRUMMAN AMERICAN AVN. CORP.,AA 1B,N,1.0,1.0,REC,SUBS,091,N6550L,Hamilton,OH,USA,392150N,0843119W,HAO,BUTLER CO RGNL-HOGAN FIELD,SERS,0.0,1.0,1.0,0.0,VMC,3.0,Landing,Landing,Collision with terr/obj (non-CFIT)
35875,20180516X20345,CEN18LA174,2018-05-15,ACC,1.0,Airplane,Personal,CESSNA,177,N,1.0,1.0,REC,SUBS,091,N9058F,Fort Wayne,IN,USA,411012N,0851048W,SMD,Smith Field,NONE,0.0,0.0,0.0,2.0,VMC,3.0,Landing,Landing-Flare/Touchdown,Collision with terr/obj (non-CFIT)
35876,20180522X51320,CEN18CA185,2018-05-16,ACC,1.0,Airplane,Personal,CESSNA,120,N,1.0,1.0,REC,SUBS,091,N77273,Harlan,IA,USA,413513N,0952012W,HNR,Harlan Muni,NONE,0.0,0.0,0.0,1.0,VMC,5.0,Uncontrolled Descent,Uncontrolled Descent,Collision with terr/obj (non-CFIT)
35877,20180518X90259,GAA18CA286,2018-05-16,ACC,1.0,Airplane,Personal,BOEING,A75N1(PT17),N,1.0,1.0,REC,SUBS,091,N63794,Eden Prairie,MN,USA,444938N,0932740W,FCM,FLYING CLOUD,NONE,0.0,0.0,0.0,2.0,VMC,2.0,Landing,Landing,Attempted remediation/recovery
35878,20180518X70645,CEN18LA180,2018-05-16,ACC,1.0,Airplane,Personal,Roger G White,Glasair,Y,1.0,1.0,REC,SUBS,091,N4EJ,Broomfield,CO,USA,395432N,0010572W,BJC,Rocky Mountain Muni,MINR,0.0,0.0,0.0,0.0,VMC,3.0,Landing,Landing-Landing Roll,Runway excursion
35879,20180518X43308,CEN18LA178,2018-05-16,ACC,1.0,Airplane,Personal,PEET CHARLES,ZENITH CH 701,Y,1.0,1.0,REC,SUBS,091,N44CP,Jackson,WY,USA,431720N,1103911W,Priv,,MINR,0.0,0.0,0.0,0.0,VMC,3.0,Landing,Landing-Flare/Touchdown,Nose over/nose down
35880,20180518X80758,GAA18CA296,2018-05-17,ACC,1.0,Airplane,Personal,CESSNA,182,N,1.0,1.0,REC,SUBS,091,N182EW,Prescott,WA,USA,461315N,0118719W,,,NONE,0.0,0.0,0.0,1.0,VMC,1.0,Taxi,Taxi-into Takeoff Position,Collision with terr/obj (non-CFIT)
35881,20180525X13340,GAA18CA300,2018-05-17,ACC,1.0,Airplane,Instructional,CESSNA,150,N,1.0,1.0,REC,SUBS,091,N7750F,Killeen,TX,USA,003153N,0974114W,ILE,SKYLARK FIELD,NONE,0.0,0.0,0.0,1.0,VMC,2.0,Unknown broad phase,Takeoff,Aerodynamic stall/spin
35882,20180518X25024,WPR18TA157,2018-05-18,ACC,1.0,Airplane,Personal,CESSNA,182D,N,1.0,1.0,REC,SUBS,091,N9163X,Crescent Mills,CA,USA,040255N,1205851W,,,NONE,0.0,0.0,0.0,2.0,VMC,1.0,Maneuvering,Maneuvering,Fuel related
35883,20180518X15519,CEN18CA176,2018-05-18,ACC,1.0,Airplane,Personal,PIPER,PA 18,N,1.0,1.0,REC,SUBS,091,N7265K,Albuquerque,NM,USA,035843N,1064743W,AEG,Double Eagle II Airport,MINR,0.0,0.0,0.0,0.0,VMC,1.0,Landing,Landing,Other weather encounter
35884,20180518X24350,GAA18CA285,2018-05-18,ACC,1.0,Airplane,Personal,CESSNA,182,N,1.0,1.0,REC,SUBS,091,N4964D,Wickenburg,AZ,USA,033587N,1124756W,E25,WICKENBURG MUNI,NONE,0.0,0.0,0.0,1.0,VMC,3.0,Landing,Landing,Landing gear collapse
35885,20180521X23855,GAA18CA289,2018-05-18,ACC,1.0,Helicopter,,AEROSPATIALE,AS350 B2 ECUREUIL,N,1.0,1.0,TS,SUBS,135,N288CH,Yakutat,AK,USA,005950N,0138121W,,,NONE,0.0,0.0,0.0,3.0,VMC,1.0,Standing,Standing-Engine(s) Start-up,Miscellaneous/other
35886,20180519X34200,GAA18CA287,2018-05-19,ACC,1.0,Airplane,Personal,MAULE,M 7,N,1.0,1.0,REC,SUBS,091,N427LS,Burnet,TX,USA,304420N,0981419W,BMQ,BURNET MUNI KATE CRADDOCK FIEL,NONE,0.0,0.0,0.0,2.0,VMC,4.0,Landing,Landing-Flare/Touchdown,Collision with terr/obj (non-CFIT)
35887,20180521X42345,GAA18CA299,2018-05-19,ACC,1.0,Airplane,Instructional,CESSNA,172,N,1.0,1.0,REC,SUBS,091,N12267,Defuniak Springs,FL,USA,304352N,0086914W,54J,DEFUNIAK SPRINGS,NONE,0.0,0.0,0.0,1.0,VMC,3.0,Unknown broad phase,Takeoff,Roll over
