ev_id,Aircraft_Key,eng_no,eng_type,eng_mfgr,eng_model,power_units,hp_or_lbs,lchg_userid,lchg_date,carb_fuel_injection,propeller_type,propeller_make,propeller_model,eng_time_total,eng_time_last_insp,eng_time_overhaul
"20080805X01154",1,1,"REC","Lycoming","O-235-L2C",105,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080630X00951",1,1,"REC","Lycoming","O-320",,,,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080613X00856",1,1,"REC","Lycoming","O-360-A1H6",180,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080613X00856",1,2,"REC","Lycoming","LO-360-A1H6",180,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080618X00880",1,1,"REC","Pratt & Whitney","R-985",450,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080710X01010",1,1,"REC","Lycoming","HIO-360",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080627X00925",1,1,"REC","LYCOMING","IO-360-L2A",180,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080613X00860",1,1,"REC","Lycoming","O-320",160,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080710X01007",1,1,"REC","Continental","IO-520-F",300,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080619X00884",1,1,"REC","Rotax","503",50,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080709X00997",1,1,"REC","Lycoming","IO-540",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080618X00881",1,1,"REC","Lycoming","IO-540",205,"HP",,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080628X00942",1,1,"REC","Continental","TSIO-360 SER",225,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080628X00942",1,2,"REC","Continental","TSIO-360 SER",225,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080719X01078",1,1,"REC","Lycoming","IO-360 ",180,"HP",,"09/25/20 18:04:02",,,,,0,0,0
"20080616X00866",1,1,"REC","Rotax",,53,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080616X00867",1,1,"REC","LYCOMING","IO-360-B1E",180,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080720X01080",1,1,,,,,,,"09/25/20 18:04:02",,,,,0,0,0
"20080709X01000",1,1,"REC","Continental","IO-550-B4F",300,"HP","broda","05/17/22 13:42:18","FINJ",,,,0,0,0
"20080618X00878",1,1,"REC","Lycoming","IO-360",200,"HP",,"09/25/20 18:07:03","FINJ",,,,0,0,0
"20080905X01382",1,1,"TJ","Rolls-Royce","Viper 202-01",2500,"LBS",,"09/25/20 18:07:03",,,,,0,0,0
"20080804X01153",1,1,"REC","Lycoming","IO-360-A1B",200,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080905X01383",1,1,"REC","Lycoming","O-235",112,"HP",,"09/25/20 18:07:03",,,,,0,0,0
"20080825X01305",1,1,,,,,,,"09/25/20 18:04:46",,,,,0,0,0
"20080710X01012",1,1,"REC","Continental","C90-16F",90,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080710X01011",1,1,"REC","Lycoming","O-320",160,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080624X00896",1,1,"REC","Continental","IO-520-D",300,"HP",,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080624X00897",1,1,"REC","Continental",,,,,"09/25/20 18:07:50",,,,,0,0,0
"20080718X01073",1,1,"REC","Lycoming","O-540",,,"broda","05/17/22 13:43:24",,,,,0,0,0
"20080718X01072",1,1,"REC","Continental","IO-550",300,"HP",,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080702X00969",1,1,"TP","Pratt and Whitney Canada","PT6A-20",550,"HP",,"09/25/20 18:07:03",,,,,0,0,0
"20080702X00969",1,2,"TP","Pratt and Whitney Canada","PT6A-20",550,"HP",,"09/25/20 18:07:03",,,,,0,0,0
"20080703X00979",1,1,"REC","Lycoming","TIO-540-Ak1A",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080702X00965",1,1,"REC","Continental","TSIO-550-B",350,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080730X01131",1,1,"REC","Rotax","582 DCDI",65,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080627X00937",1,1,"REC","Continental","O-520",,,,"09/25/20 18:04:02",,,,,0,0,0
"20080627X00936",1,1,"REC","Continental","O-200",100,"HP",,"09/25/20 18:04:46",,,,,0,0,0
"20080627X00932",1,1,"REC","Lycoming","O-360-A4M",,,,"09/25/20 18:04:46",,,,,0,0,0
"20080718X01074",1,1,"REC","Lycoming","IO-540",,,,"09/25/20 18:06:16",,,,,0,0,0
"20080623X00893",1,1,"REC","Lycoming","O-320-D3G",,,,"09/25/20 18:04:46",,,,,0,0,0
"20080821X01277",1,1,"REC","Lycoming","O-320",180,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080630X00949",1,1,"REC","Teledyne Continental","TSIO-360-MB1",210,"HP",,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080630X00946",1,1,"REC","Continental","O-200",100,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080717X01060",1,1,"REC","Lycoming","O-320-A2B",,,,"09/25/20 18:04:46",,,,,0,0,0
"20080623X00891",1,1,"REC","CONT MOTOR","C90 ",95,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080630X00950",1,1,"REC","Continental","O-300",,,,"09/25/20 18:04:02",,,,,0,0,0
"20080718X01075",1,1,"REC","Rotax","582",,,,"09/25/20 18:06:16",,,,,0,0,0
"20080624X00898",1,1,"REC","Pratt & Whitney","R-1340 AN1",600,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080624X00899",1,1,"TP","Garrett","TPE-331-1",,"HP",,"09/25/20 18:06:16",,,,,0,0,0
"20080710X01004",1,1,"REC","Lycoming","O-360-C4P",180,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080624X00900",1,1,"TP","Garrett","TPE-331-G6",750,"HP",,"09/25/20 18:06:16",,,,,0,0,0
"20080805X01155",1,1,"TP","Pratt & Whitney","118-A",,,,"09/25/20 18:07:50",,,,,0,0,0
"20080805X01155",1,2,"TP","Pratt & Whitney","118-A",,,,"09/25/20 18:07:50",,,,,0,0,0
"20080714X01040",1,1,"REC","Lycoming","IO-720",,,,"09/25/20 18:06:16",,,,,0,0,0
"20080714X01041",1,1,"REC","Continental","IO-550-N",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080710X01017",1,1,"REC","Lycoming","IO-540-D4A5",260,"HP",,"09/25/20 18:07:03","FINJ",,,,0,0,0
"20080710X01005",1,1,"REC","Lycoming","O-320-E2A",140,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080624X00901",1,1,"REC","ROTAX","582",67,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080624X00902",1,1,"REC","Rotax","912ULS",100,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080624X00903",1,1,"REC",,,195,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080630X00944",1,1,"REC","LYCOMING","O-320 SERIES",180,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080702X00967",1,1,"TJ","Czech","M701C-400",1962,"LBS",,"09/25/20 18:07:03","FINJ",,,,0,0,0
"20080701X00955",1,1,"REC","Continental","IO-360",200,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080714X01037",1,1,"REC","Lycoming","IO-360-L2A",180,"HP",,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20080702X00970",1,1,"REC",,,,,,"09/25/20 18:07:03",,,,,0,0,0
"20080714X01031",1,1,"REC","Lycoming","O-235",108,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080825X01304",1,1,"REC","Continental","O-200",100,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080625X00912",1,1,"REC","Lycoming","O-320",150,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080625X00916",1,1,"REC","Continental","IO-360-K",210,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080625X00917",1,1,"REC","Lycoming","IO-360-L2A",180,"HP",,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080922X01513",1,1,"REC","Lycoming","O-320A2B",160,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080630X00954",1,1,"TS","Arriel","1B",591,"HP",,"09/25/20 18:04:46",,,,,0,0,0
"20080624X00904",1,1,"REC","Lycoming","IO-369-L2A",160,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080708X00986",1,1,"REC","Jacobs","R-755A2",300,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080627X00939",1,1,"TP","Pratt & Whitney Canada","PT6A-20",550,"HP",,"09/25/20 18:04:02",,,,,0,0,0
"20080627X00939",1,2,"TP","Pratt & Whitney Canada","PT6A-20",550,"HP",,"09/25/20 18:04:02",,,,,0,0,0
"20080630X00952",1,1,"TS","ROLLS-ROYC","250-C20W",420,"HP",,"09/25/20 18:05:31",,,,,0,0,0
"20080625X00913",1,1,"REC","Lycoming","O-360-F1AG",180,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080630X00947",1,1,"REC","Rotax","582/99",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080630X00953",1,1,"REC","Subaru","EA-81",80,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080702X00964",1,1,"REC","Contenental Teledyne","O-200-A",100,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080708X00985",1,1,"REC","Lycoming","IO-540-E1B5",290,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080627X00940",1,1,"TP","Pratt & Whitney Canada","PT-6-28",680,"HP",,"09/25/20 18:04:46",,,,,0,0,0
"20081003X17820",1,1,"REC","Renault","4PEi",145,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080714X01026",1,1,"REC","Pratt & Whitney","R-985",,,,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080630X00943",1,1,"REC","Teledyne Continental","IO-520-BA",285,"HP",,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20080626X00918",1,1,"REC","Lycoming","O-320A2B",150,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080626X00924",1,1,"REC","LYCOMING","O-320 SERIES",150,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080627X00928",1,1,"REC","Franklin","O-325-5D",,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080715X01049",1,1,"REC","Lycoming","O-320",150,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080703X00974",1,1,"TF","General Electric","CF6-6D",,,,"09/25/20 18:04:02",,,,,0,0,0
"20080703X00974",1,2,"TF","General Electric","CF6-6D",,,,"09/25/20 18:04:02",,,,,0,0,0
"20080715X01048",1,1,"REC","Rotax","582",80,"HP",,"09/25/20 18:07:03","FINJ",,,,0,0,0
"20080718X01068",1,1,"REC","Lycoming","O-320",160,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080626X00919",1,1,"TP","Pratt & Whitney","PT6-20B",550,"HP",,"09/25/20 18:06:16",,,,,0,0,0
"20080715X01044",1,1,"REC","Lycoming","O-360",180,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080708X00990",1,1,"TS","Allison","T63-A720",420,"HP",,"09/25/20 18:05:31",,,,,0,0,0
"20080708X00988",1,1,"REC","Lycoming","HIO-360-D1A",190,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080728X01117",1,1,"REC","Lycoming","O-540-J3A5D",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080630X00948",1,1,"REC","Lycoming","HIO-360",,,,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080714X01030",1,1,"REC","CONT MOTOR","IO-520-M1B",285,"HP",,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20080714X01030",1,2,"REC","CONT MOTOR","IO-520-M1",285,"HP",,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20080821X01271",1,1,"REC","Rotax","447",40,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080717X01065",1,1,"REC","Pratt & Whitney","R985",450,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080627X00930",1,1,"REC","Continental","IO-550-B1F",300,"HP",,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080715X01051",1,1,"TS","Rolls-Royce","250B-C47B",,,,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20080715X01051",2,1,"TS","Rolls-Royce","250B-C47B",,,,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20080701X00963",1,1,"TJ","general electric","CF6-80A",,"LBS",,"09/25/20 18:04:46",,,,,0,0,0
"20080701X00963",1,2,"TJ","general electric","CF6-80A",,"LBS",,"09/25/20 18:04:46",,,,,0,0,0
"20080708X00984",1,1,"REC","Teledyne Continental","IO-520-F",300,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20081003X17822",1,1,"REC","Rotax","912S",100,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080711X01020",1,1,"REC","Teledyne Continental","IO-470L",260,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080711X01020",1,2,"REC","Teledyne Continental","IO470L",260,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080908X01415",1,1,"REC","Lycoming","TIO-540-AK1A",235,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080708X00989",1,1,"TS","Turbomeca","Arriel 2B",847,"LBS",,"09/25/20 18:05:31",,,,,0,0,0
"20080717X01063",1,1,"REC","Lycoming","O-360-A1D",180,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080711X01019",1,1,"TS","Rolls-Royce","250-C30",420,"HP",,"09/25/20 18:06:16",,,,,0,0,0
"20080711X01019",1,2,"TS","Rolls-Royce","250-C30",420,"HP",,"09/25/20 18:06:16",,,,,0,0,0
"20080718X01069",1,1,"REC","Continental","IO-520",300,"HP",,"09/25/20 18:07:03","FINJ",,,,0,0,0
"20080718X01070",1,1,"REC","Lycoming","IO-520-BB",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080707X00983",1,1,"REC","LYCOMING","IO-540-K1A5",300,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080805X01158",1,1,"REC","Lycoming","O-235-L2C",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080720X01081",1,1,"TF","GE","CF34-8C5B1",13790,"LBS",,"09/25/20 18:07:03",,,,,0,0,0
"20080720X01081",1,2,"TF","GE","CF34-8C5B1",13790,"LBS",,"09/25/20 18:07:03",,,,,0,0,0
"20080720X01081",2,1,"TF","GE","CF34-3B1",8729,"LBS",,"09/25/20 18:07:03",,,,,0,0,0
"20080720X01081",2,2,"TF","GE","CF34-3B1",8729,"LBS",,"09/25/20 18:07:03",,,,,0,0,0
"20080630X00945",1,1,"TP","Garrett","TPE-331",,,,"09/25/20 18:04:02",,,,,0,0,0
"20080702X00966",1,1,"REC","Lycoming","O-360-C2A",180,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080715X01047",1,1,"REC","unknown",,,,,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080918X01493",1,1,"REC","Lycoming","IO-360",,,,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080725X01114",1,1,"REC","Continental","AC-65",65,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080711X01024",1,1,"REC","Lycoming","O-320-E2D",150,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080701X00960",1,1,"REC","Lycoming","O-540-L3C5D",235,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080822X01290",1,1,"REC","Lycoming","O-235",105,,,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080702X00968",1,1,"REC","Lycoming","O360H",160,"HP",,"09/25/20 18:07:50","CARB",,,,0,0,0
"20080703X00978",1,1,"REC","Lycoming","O-360  ",180,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080812X01229",1,1,"REC","Lycoming","O-320-B2B",150,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080717X01061",1,1,"REC","Ford","Escort 1.6",,,,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080702X00972",1,1,"TP","Garrett","TPE-331-10T",1000,"HP",,"09/25/20 18:04:02",,,,,0,0,0
"20080702X00972",1,2,"TP","Garrett","TPE-331-10T",1000,"HP",,"09/25/20 18:04:02",,,,,0,0,0
"20080814X01243",1,1,"REC","Lycoming","TIO-540-AK1A",235,"HP",,"09/25/20 18:07:03","FINJ",,,,0,0,0
"20080730X01130",1,1,"REC","ROTAX","912",,,,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080702X00973",1,1,"REC","Lycoming","O-320",160,"HP",,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080904X01378",1,1,,,,,,,"09/25/20 18:05:31",,,,,0,0,0
"20081009X64042",1,1,"REC","LYCOMING","0-320 SERIES",150,"HP",,"11/03/20 20:28:03","CARB",,,,0,0,0
"20080707X00980",1,1,"REC","Lycoming","O-0320A2D",150,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080721X01090",1,1,"REC","Kindig","AeroVee 2180",,,,"09/25/20 18:04:46",,,,,0,0,0
"20080709X01002",1,1,"REC","LYCOMING","O-320",160,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080715X01052",1,1,"REC","LYCOMING","O-235 SERIES",115,"HP",,"09/25/20 18:07:03",,,,,0,0,0
"20080709X00995",1,1,,,,,,,"09/25/20 18:06:16",,,,,0,0,0
"20080709X00995",2,1,,,,,,,"09/25/20 18:06:16",,,,,0,0,0
"20080714X01029",1,1,"REC","P&W","PT6A-34AG",750,"HP",,"09/25/20 18:04:46",,,,,0,0,0
"20080715X01053",1,1,"REC","Continental Motors","IO-550",300,"HP",,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080711X01023",1,1,"REC","Lycoming","O-360-A1A ",180,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080730X01129",1,1,"REC","Superior","IO-360",180,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080723X01102",1,1,"REC","Continental","O-300-C",,,"broda","05/17/22 13:43:56","CARB",,,,0,0,0
"20080723X01103",1,1,"REC","Lycoming","O-360",,,,"09/25/20 18:07:03",,,,,0,0,0
"20080711X01018",1,1,"REC","LYCOMING","TIO-540 ",310,"HP",,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080715X01050",1,1,"REC","LYCOMING","IO-360",200,"HP","broda","05/17/22 13:45:28","FINJ",,,,0,0,0
"20080808X01189",1,1,"TF","Pratt & Whitney","JT8D-217C",20000,"LBS",,"09/25/20 18:06:16",,,,,0,0,0
"20080808X01189",1,2,"TF","Pratt & Whitney","JT8D-217C",20000,"LBS",,"09/25/20 18:06:16",,,,,0,0,0
"20080718X01071",1,1,"REC","HKS Aviation","unknown",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080812X01225",1,1,"REC","Lycoming","TIO-540-AJ1A",,,,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080916X01475",1,1,"REC","Rotax","912UL",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080917X01477",1,1,,,,,,,"09/25/20 18:05:31",,,,,0,0,0
"20080917X01478",1,1,"REC","Continental","TSIO-520",,,,"09/25/20 18:07:03",,,,,0,0,0
"20080709X00996",1,1,"REC","Lycoming","O-235-L2C",110,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080723X01104",1,1,"REC","Lycoming","O-320-E2D",,,,"09/25/20 18:07:03",,,,,0,0,0
"20080721X01087",1,1,"REC","CONT MOTOR","TSIO-550 SER",280,"HP",,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080710X01014",1,1,"REC","Lycoming","O-320A",150,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080710X01006",1,1,"REC","Lycoming","IO-360-A1A",200,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080719X01077",1,1,"REC","SWA","375",,,,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20080723X01101",1,1,"REC","Continental","O-470-R",230,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080710X01008",1,1,"REC","LYCOMING","O-320 ",150,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080905X01385",1,1,"REC","Lycoming","O-360-C1G",180,"HP",,"09/25/20 18:07:03",,,,,0,0,0
"20080715X01043",1,1,"REC","Lycoming","O-320-B2B",160,"HP",,"09/25/20 18:04:02","CARB",,,,0,0,0
"20080910X01426",1,1,"REC","Lycoming","TIO-540",300,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080905X01401",1,1,,,,,,,"09/25/20 18:04:02",,,,,0,0,0
"20080806X01165",1,1,"REC","Lycoming","IO-540-AE1A5",205,"HP",,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080722X01099",1,1,"REC","Pratt & Whitney","R-985",450,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080710X01015",1,1,"REC","Lycoming","HIO-360-D1A",190,"HP",,"09/25/20 18:07:03","FINJ",,,,0,0,0
"20080828X01348",1,1,"REC","Lycoming","IO-360-B1D",180,"HP",,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20080828X01348",1,2,"REC","Lycoming","IO-360-B1D",180,"HP",,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20081219X16535",1,1,"TF","General Electric","CF5-50",,"LBS",,"11/03/20 20:28:03",,,,,0,0,0
"20080709X01001",1,1,,"LYCOMING","T-53 SERIES",1150,"HP",,"09/25/20 18:04:46",,,,,0,0,0
"20080720X01082",1,1,"REC","Continental","IO-520-BB6",285,"HP",,"09/25/20 18:07:03","FINJ",,,,0,0,0
"20080717X01058",1,1,"REC","Lycoming","O-320-H2AD",160,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080806X01163",1,1,"REC","Rotax","912ULS",100,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080714X01035",1,1,"REC","Rotax","582 UL",65,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080811X01212",1,1,"REC","Lycoming","O-360",,,,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080721X01091",1,1,"REC","Wright","R760",230,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080905X01384",1,1,"REC","Lycoming","O-290-D2",135,"HP",,"09/25/20 18:07:03",,,,,0,0,0
"20080714X01042",1,1,"REC","Continental","O-200A",100,"HP","broda","04/06/22 14:36:27","CARB",,,,0,0,0
"20080717X01062",1,1,"REC","Rotax","503DCSI",52,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080811X01217",1,1,"REC","Rotax","914",,,,"09/25/20 18:06:16",,,,,0,0,0
"20080715X01045",1,1,"REC","Lycoming","O-360-F1A6",180,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080807X01180",1,1,"REC","Lycoming","IO-360-L2A",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080811X01216",1,1,"REC","Pratt & Whitney","R-1340",,,,"09/25/20 18:06:16",,,,,0,0,0
"20080716X01055",1,1,"REC","Continental","IO360G",210,"HP","broda","04/06/22 14:14:10","FINJ",,,,0,0,0
"20080716X01055",1,2,"REC","Continental","IO360G",210,"HP","broda","04/06/22 14:14:10","FINJ",,,,0,0,0
"20080812X01223",1,1,"REC","Lycoming","O-320",,,,"09/25/20 18:06:16","CARB",,,,0,0,0
"20080807X01179",1,1,"REC","Continental","O-470R",,,,"09/25/20 18:05:31",,,,,0,0,0
"20080811X01213",1,1,"TP","Pratt & Whitney Canada","PT6A-45R",1175,"HP",,"09/25/20 18:05:31",,,,,0,0,0
"20080807X01176",1,1,"TS","Turbomeca","Arrius 2K1",609,"HP",,"09/25/20 18:07:03",,,,,0,0,0
"20080807X01176",1,2,"TS","Turbomeca","Arrius 2K1",609,"HP",,"09/25/20 18:07:03",,,,,0,0,0
"20080820X01265",1,1,"REC","Pratt & Whitney","R1340",,,,"09/25/20 18:07:03",,,,,0,0,0
"20080720X01085",1,1,"REC","CONT MOTOR","W670 SERIES",220,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080811X01214",1,1,"REC","Lycoming","O-360",,,,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080918X01495",1,1,"REC","Jabiru","2200",85,,,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080908X01409",1,1,"REC","Rotax","582 DCDI",65,"HP","broda","05/17/22 13:48:35","CARB",,,,0,0,0
"20080821X01285",1,1,"REC","Lycoming","O-320/H2AD",160,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080717X01064",1,1,"REC","Lycoming","O-360 A1A",180,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080715X01046",1,1,"REC","Continental","A&C65",,,,"09/25/20 18:07:03",,,,,0,0,0
"20080807X01178",1,1,"REC","Jacobs","R-755B2",,,,"09/25/20 18:07:03",,,,,0,0,0
"20080714X01039",1,1,"TP","Pratt & Whitney Canada","PT6A-27",625,"HP",,"09/25/20 18:05:31",,,,,0,0,0
"20080714X01039",1,2,"TP","Pratt & Whitney Canada","PT6A-27",625,"HP",,"09/25/20 18:05:31",,,,,0,0,0
"20080908X01406",1,1,"REC","Continental","C85 Series",85,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080722X01096",1,1,"REC","Lycoming","HIO-360-A1A",,,,"09/25/20 18:06:16","FINJ",,,,0,0,0
"20080720X01084",1,1,"TP","PRATT AND WHITNEY","PT6A-64",700,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080720X01083",1,1,"REC","LYCOMING","IO-360-A1A",,,,"09/25/20 18:05:31","FINJ",,,,0,0,0
"20080717X01059",1,1,"TF","Pratt & Whitney","PW600 ",1460,"HP",,"09/25/20 18:04:46",,,,,0,0,0
"20080718X01076",1,1,"TP","Garrett","TPE-331-10N",1000,"HP",,"09/25/20 18:06:16",,,,,0,0,0
"20080718X01076",1,2,"TP","Garrett","TPE-331-10N",1000,"HP",,"09/25/20 18:06:16",,,,,0,0,0
"20080724X01113",1,1,"REC","Rotax","503",53,"HP",,"09/25/20 18:04:46",,,,,0,0,0
"20080808X01184",1,1,"REC","Lycoming","O-320",160,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080806X01172",1,1,"REC","Continental","IO-520",300,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080904X01373",1,1,"REC","Lycoming","O-540-L3C",235,"HP",,"09/25/20 18:04:46","FINJ",,,,0,0,0
"20080810X01196",1,1,"REC","Lycoming","O360-A4M",180,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080811X01204",1,1,"REC","Sauer","S 1800",60,"HP",,"09/25/20 18:04:46","CARB",,,,0,0,0
"20080806X01167",1,1,"REC","Continental","IO-550-B",300,,,"09/25/20 18:04:02","FINJ",,,,0,0,0
"20080806X01164",1,1,"REC","Rotax","912",,,,"09/25/20 18:07:03","CARB",,,,0,0,0
"20080911X01428",1,1,"REC","Lycoming","TVO-435 A1A",260,"HP",,"09/25/20 18:05:31","CARB",,,,0,0,0
"20080911X01437",1,1,"REC","Franklin","64A-165-133",165,"HP",,"09/25/20 18:07:03","CARB",,,,0,0,0
